SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0001405,OB 29,Mt Newman Orebody 29,Mine,Openpit,Operating,J00623,Newman / BHPB,119.703806000000000,-23.382245999999999,776374,7411574,50,Fe,Iron,IRON ORE,Orebody 29,N,,N,,Operating Mine,Public,2851,NEWMAN,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",52,PEAK HILL M.F.,Hamersley Basin,20260112
S0001413,18E,Paraburdoo 18 East,Mine,Openpit,Operating,J03930,Paraburdoo / Rio Tinto,117.631311999999994,-23.255635999999999,564576,7428040,50,Fe,Iron,IRON ORE,Paraburdoo 18 East,N,,N,,Operating Mine,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001441,Wonnerup South,Wonnerup South Main Pit,Mine,Openpit,Operating,J01034,Bunbury Area Operations / Tronox,115.415262999999996,-33.670974000000001,353084,6273198,50,HM Ilm Leu Zrn,Speciality metal,HEAVY MINERAL SANDS,Wonnerup,N,,N,,Operating Mine,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260112
S0001455,Silvergrass Pit 4,Silvergrass Pit 4,Mine,Openpit,Operating,J03932,Brockman 2 - Nammuldi - Silvergrass - Homestead / Rio Tinto,117.303549000000004,-22.317743000000000,531262,7531971,50,Fe,Iron,IRON ORE,Silvergrass,N,,Y,,Operating Mine,Public,2353,JEERINAH,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001471,HD1 SC,Hope Downs 1 South Central,Mine,Openpit,Operating,J00685,Hope Downs Joint Venture,119.107354000000001,-22.998656000000000,716001,7455076,50,Fe,Iron,IRON ORE,Hope Downs 1 South Central,N,,N,,Operating Mine,Public,2752,WEELI WOLLI,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001488,Wonnerup North,Wonnerup North,Mine,Openpit,Operating,J01034,Bunbury Area Operations / Tronox,115.474052999999998,-33.646695000000001,358494,6275972,50,HM Ilm Zrn Leu Mnz,Speciality metal,HEAVY MINERAL SANDS,Wonnerup North,N,,N,,Operating Mine,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260112
S0001534,23E,Paraburdoo 23 East,Mine,Openpit,Operating,J03930,Paraburdoo / Rio Tinto,117.654009000000002,-23.248826000000001,566901,7428783,50,Fe,Iron,IRON ORE,Paraburdoo 23 East,N,,N,,Operating Mine,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001538,Abra UG,Abra Underground,Mine,Decline,Operating,J00545,Abra - Mulgul,118.585521999999997,-24.638199000000000,660473,7274187,50,Pb Ag,Base metal,COPPER - LEAD - ZINC,Abra,Y,"Pb, Ag",Y,,Operating Mine,Public,2648,CALYIE,SG50-04,COLLIER,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Edmund Basin,20260112
S0001590,84E,Paraburdoo 84 East (Pits 1-5),Mine,Openpit,Operating,J00481,Channar,117.822810000000004,-23.302496000000001,584135,7422753,50,Fe,Iron,IRON ORE,Channar,N,,Y,,Operating Mine,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001592,Mesa A,Deepdale Mesa A Pits 1-8,Mine,Openpit,Operating,J00484,Robe River - Deepdale,115.886506999999995,-21.672567999999998,384797,7603000,50,Fe,Iron,IRON ORE,Mesa A - Deepdale,N,,Y,,Operating Mine,Public,2054,YARRALOOLA,SF50-06,YARRALOOLA,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Ashburton Basin,20260112
S0001597,Coondiner HD4 East,Coondiner HD4 East,Mine,Openpit,Operating,J00685,Hope Downs Joint Venture,119.574368000000007,-23.145738000000001,763603,7438018,50,Fe,Iron,IRON ORE,Hope Downs 4,N,,Y,,Operating Mine,Public,2851,NEWMAN,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001602,Cockatoo Island 3,Cockatoo Island Stage 3 (and seawall),Mine,Openpit,Operating,J01147,Cockatoo Island,123.608018999999999,-16.098390999999999,565022,8220086,51,Fe,Iron,IRON ORE,Cockatoo Island Stage 3 (and seawall),N,,Y,,Operating Mine,Public,3665,YAMPI,SE51-03,YAMPI,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Kimberley Basin,20260112
S0001607,MAC C West,MAC - Deposit C West Pit,Mine,Openpit,Operating,J00576,Mining Area C,118.962610999999995,-22.929836000000002,701262,7462903,50,Fe,Iron,IRON ORE,MAC - Deposit C West Pit,N,,N,,Operating Mine,Public,2652,MUNJINA,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001608,MAC D,MAC - Deposit D,Mine,Openpit,Operating,J00576,Mining Area C,118.943209999999993,-22.933416999999999,699267,7462534,50,Fe,Iron,IRON ORE,MAC - Deposit D,N,,N,,Operating Mine,Public,2652,MUNJINA,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001609,MAC E East,MAC - Deposit E East Pit,Mine,Openpit,Operating,J00576,Mining Area C,118.927308999999994,-22.932527000000000,697637,7462653,50,Fe,Iron,IRON ORE,MAC-E,N,,Y,,Operating Mine,Public,2652,MUNJINA,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001610,MAC F,MAC - Deposit F,Mine,Openpit,Operating,J00576,Mining Area C,118.875752000000006,-22.941710000000000,692336,7461705,50,Fe,Iron,IRON ORE,MAC-F,N,,Y,,Operating Mine,Public,2652,MUNJINA,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001624,South Flank,MAC - South Flank,Mine,Openpit,Operating,J00576,Mining Area C,118.923311999999996,-22.998657000000001,697131,7455335,50,Fe,Iron,IRON ORE,South Flank,N,,Y,,Operating Mine,Public,2652,MUNJINA,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001632,OB 25 - Pit 3,Mt Newman Orebody 25 - Pit 3,Mine,Openpit,Operating,J00623,Newman / BHPB,119.818308000000002,-23.329936000000000,788198,7417146,50,Fe,Iron,IRON ORE,Mt Newman 25,N,,N,,Operating Mine,Public,2851,NEWMAN,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",52,PEAK HILL M.F.,Hamersley Basin,20260112
S0001634,OB 18 Main,Mt Newman Orebody 18 Main - Shovelanna Hill,Mine,Openpit,Operating,J00623,Newman / BHPB,120.042029999999997,-23.333300999999999,197519,7416489,51,Fe,Iron,IRON ORE,Mt Newman 18,N,,Y,,Operating Mine,Public,2951,MURRAMUNDA,SF51-13,ROBERTSON,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",52,PEAK HILL M.F.,Hamersley Basin,20260112
S0001639,OB 24 E,Mt Newman Orebody 24 East,Mine,Openpit,Operating,J00623,Newman / BHPB,119.810809000000006,-23.304185000000000,787486,7420014,50,Fe,Iron,IRON ORE,Mt Newman 24 25,N,,Y,,Operating Mine,Public,2851,NEWMAN,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001642,OB 30,Mt Newman Orebody 30,Mine,Openpit,Operating,J00623,Newman / BHPB,119.662336999999994,-23.377224999999999,772144,7412210,50,Fe,Iron,IRON ORE,Orebody 30,N,,N,,Operating Mine,Public,2851,NEWMAN,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",52,PEAK HILL M.F.,Hamersley Basin,20260112
S0001643,OB 35,Mt Newman Orebody 35,Mine,Openpit,Operating,J00623,Newman / BHPB,119.657313000000002,-23.389635999999999,771604,7410844,50,Fe,Iron,IRON ORE,Mt Newman 29 30 35,N,,Y,,Operating Mine,Public,2851,NEWMAN,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",52,PEAK HILL M.F.,Hamersley Basin,20260112
S0001646,64E,Paraburdoo 64 East,Mine,Openpit,Operating,J00481,Channar,117.774507999999997,-23.303307000000000,579195,7422691,50,Fe,Iron,IRON ORE,,N,,,,,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001709,CLD,Central Lanthanide (CLD),Mine,Openpit,Operating,J00772,Mt Weld REE / Lynas,122.547574999999995,-28.863966000000001,455876,6807002,51,REE Ce La Nd Sm Gd Eu Y Pr Dy Tb Er Ho Tm Yb Nb Th Ta Lu Sc,Speciality metal,RARE EARTHS,Mt Weld,Y,"REE, Ce, La, Nd, Sm, Gd, Eu, Y, Pr, Dy, Tb, Er, Ho, Tm, Yb, Nb, Th, Ta, Lu, Sc",Y,,Operating Mine,Public,3440,BURTVILLE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Large igneous provinces and dyke swarms,20260112
S0001726,Boddington Bauxite,Boddington Bauxite,Mine,Openpit,Operating,J00776,Worsley,116.455912999999995,-32.931547000000002,449134,6356170,50,Bx,Alumina,BAUXITE - ALUMINA,Boddington,N,,Y,,Operating Mine,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"BODDINGTON, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0001731,Greenbushes Central Lode Pit,Greenbushes C3 Spodumene,Mine,Openpit,Operating,J04090,Greenbushes Lithium,116.065804999999997,-33.858907000000002,413585,6253095,50,Li Ta Sn,Speciality metal,TIN - TANTALUM - LITHIUM,Greenbushes,Y,"Li, Ta, Sn",Y,,Operating Mine,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",1,GREENBUSHES M.F.,South West Terrane,20260112
S0001739,Willowdale,Willowdale,Mine,Openpit,Operating,J00779,Wagerup-Pinjarra / Alcoa,116.014812000000006,-32.920704999999998,407883,6357073,50,Bx,Alumina,BAUXITE - ALUMINA,Willowdale,N,,Y,,Operating Mine,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"WAROONA, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0001743,Toy Rd Lot 7-Area 1,Toy Rd Bindoon Lot 7-Area 1,Mine,Openpit,Operating,J02697,Bindoon Hill Gravel Supply,116.133043999999998,-31.325324999999999,417516,6534019,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2135,CHITTERING,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0001752,Lynton 1/GMA,Lynton 1 - Port Gregory/GMA,Mine,Openpit,Operating,J00788,Port Gregory Garnet/GMA,114.277209999999997,-28.172305999999999,232659,6880710,50,Grt Ilm Zrn,Industrial mineral,HEAVY MINERAL SANDS,,N,,,,,Public,1741,HUTT,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20260112
S0001794,Koorda,Koorda,Mine,Openpit,Operating,J00808,Koorda,117.405726999999999,-30.751704000000000,538833,6597845,50,Gp,Industrial mineral,GYPSUM,Koorda,Y,Gp,Y,,Operating Mine,Public,2336,KOORDA,SH50-11,BENCUBBIN,"KOORDA, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0001798,Burran Rock South,Burran Rock South,Mine,Openpit,Operating,J00811,Burran Rock South,117.989479000000003,-31.347631000000000,594119,6531448,50,Gp,Industrial mineral,GYPSUM,Burran Rock,Y,Gp,Y,,Operating Mine,Public,2435,TRAYNING,SH50-15,KELLERBERRIN,"KELLERBERRIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0001810,Lake Gulson,Lake Gulson,Mine,Openpit,Operating,J00823,Lake Gulson,119.466963000000007,-32.819747000000000,730951,6366000,50,Gp,Industrial mineral,GYPSUM,Lake Gulson,Y,Gp,Y,,Operating Mine,Public,2732,HURLSTONE,SI50-04,HYDEN,"LAKE GRACE, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0001813,Lake Hillman M70/136,Lake Hillman M70/136,Mine,Openpit,Operating,J00826,Lake Hillman / Adelaide Brighton,117.173843000000005,-30.313207999999999,516714,6646495,50,Gp Cement,Industrial mineral,GYPSUM,Lake Hillman,Y,"Gp, Cement",Y,,Operating Mine,Public,2337,KALANNIE,SH50-11,BENCUBBIN,"DALWALLINU, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0001815,Pippingarra/NW Quarries,Pippingarra / North West Quarries,Mine,Openpit,Operating,J00828,Pippingarra Quarry / North West Quarries,118.761376999999996,-20.573657999999998,683594,7724044,50,Agg Fel Mica Gran Sd SiO2,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Split Rock Supersuite,20260112
S0001835,Kununurra 1/JSW,Kununurra 1 / JSW,Mine,Openpit,Operating,J00842,Kununurra / JSW,128.701735000000014,-15.735498000000000,468046,8260299,52,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Kalkarindji Large Igneous Province,20260112
S0001837,Comet Hill NW/Boral,Comet Hill Northwest / Boral,Mine,Openpit,Operating,J00844,Comet Hill-Gnarlabine / Boral,121.040180000000007,-31.028856000000001,312943,6565551,51,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20260112
S0001838,Mt Welcome North,Mt Welcome North,Mine,Openpit,Operating,J00845,Mt Welcome,117.096902999999998,-20.690922000000000,510092,7712055,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Gorge Creek Basin,20260112
S0001840,Paraburdoo Sand 1 / Heidelberg,Paraburdoo Sand 1 / Heidelberg,Mine,Openpit,Operating,J00847,Paraburdoo Sand and Gravel / Heidelberg Materials,117.551800000000000,-23.138038000000002,556492,7441093,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,South Pilbara Sub-basin,20260112
S0001842,Nillibubbaca B,Nillibubbaca-Yeeda (Part B - Royalties),Mine,Openpit,Operating,J01542,Nillibubbaca - Yeeda / Kimberley Quarry,123.078755000000001,-17.713654999999999,508351,8041492,51,Agg Brck Sd Aggc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3562,CLARKSON,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20260112
S0001848,Cervantes/Crossland,Cervantes / Crossland,Mine,Openpit,Operating,J00855,Cervantes / Crossland,115.094918000000007,-30.474561000000001,317123,6627085,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20260112
S0001855,Aggregate Quarry/Holcim,Newman Aggregate / Holcim,Mine,Openpit,Operating,J00862,Newman Aggregate / Holcim,119.696331000000001,-23.321265000000000,775736,7418346,50,Agg Aggc Brck Sd Ball Dlt,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2851,NEWMAN,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",52,PEAK HILL M.F.,South Pilbara Sub-basin,20260112
S0001856,Turner River South/Holcim,Turner River South Sand / Holcim,Mine,Openpit,Operating,J04450,Turner River Dune Sand / Holcim,118.521555000000006,-20.619983999999999,658544,7719167,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Soanesville Basin,20260112
S0001857,Warrawanda Ck 1/Holcim,Warrawanda Creek 1 / Holcim,Mine,Openpit,Operating,J00864,Warrawanda Creek / Holcim,119.871881000000002,-23.452083999999999,793410,7403505,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2851,NEWMAN,SF50-16,NEWMAN,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,"Pilbara Craton, Sylvania Inlier",20260112
S0001859,Kangaroo Hills,Kangaroo Hills,Mine,Openpit,Operating,J02050,Kangaroo Hills - Coolgardie South,121.151534999999996,-30.987102000000000,323496,6570361,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20260112
S0001860,Goods Road East,Goods Road East - Chidlow / Tuma,Mine,Openpit,Operating,J00867,Chidlow / Tuma,116.387150000000005,-31.904541999999999,442053,6469981,50,Sd Gvl Clay,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0001861,Dampier Salt Pond,Dampier Salt Pond,Mine,Pond,Operating,J00868,Dampier Salt,116.718052000000000,-20.724011000000001,470643,7708370,50,Salt,Industrial mineral,SALT,Dampier,Y,Salt,Y,,Operating Mine,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Maitland River Supersuite,20260112
S0001864,Useless Loop Salt Conc Ponds,Useless Loop Salt Concentrator Ponds,Mine,Pond,Operating,J00871,Shark Bay Salt,113.402465000000007,-26.157671000000001,740155,7104634,49,Salt Bittern,Industrial mineral,SALT,Useless Loop,Y,"Salt, Bittern",Y,,Operating Mine,Public,1545,EDEL,SG49-12,EDEL,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260112
S0001866,Lake Deborah East Pond,Lake Deborah East Pond,Mine,Pond,Operating,J00872,Lake Deborah East Salt,119.402592999999996,-30.669485000000002,730186,6604564,50,Salt,Industrial mineral,SALT,Lake Deborah East,Y,Salt,Y,,Operating Mine,Public,2736,BULLFINCH,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Yilgarn Craton granites,20260112
S0001868,Bulagin,Bulagin,Mine,Pond,Operating,J00874,Bulagin,117.337096000000003,-31.313994000000001,532075,6535550,50,Salt,Industrial mineral,SALT,Bulagin,Y,Salt,Y,,Operating Mine,Public,2335,DOWERIN,SH50-15,KELLERBERRIN,"WYALKATCHEM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0001885,Yanchep/WA Lmst,Military Rd Yanchep / WA Limestone,Mine,Openpit,Operating,J00888,Yanchep / WA Limestone,115.672008000000005,-31.434940999999998,373795,6521431,50,Lst Lst-Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0001887,Point D'Entrecasteaux/WALCO,Point D'Entrecasteaux / WALCO,Mine,Openpit,Operating,J00890,Point D'Entrecasteaux / WALCO,116.013396999999998,-34.828873999999999,409782,6145490,50,Lst Lsd Lst-Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2128,NORTHCLIFFE,SI50-10,PEMBERTON,"MANJIMUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Biranup Zone,20260112
S0001888,Cutler Rd/Lmst BBCo,Cutler Rd / Limestone Building Blocks Company,Mine,Openpit,Operating,J00891,Cutler Rd Nowergup / WA Limestone,115.752409999999998,-31.607037999999999,381654,6502445,50,Lst Dst Aglime,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0001891,Lancelin/Candeloro,Lancelin / Candeloro,Mine,Openpit,Operating,J00894,Lancelin / Candeloro,115.327295000000007,-30.997107000000000,340298,6569518,50,Lst Lsd Lst-Lsd Aglime,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20260112
S0001892,Lancelin/Westdeen,Lancelin / Westdeen,Mine,Openpit,Operating,J00895,Lancelin / Westdeen,115.347560000000001,-31.030411000000001,342288,6565855,50,Aglime Lsd Lst-Lsd Lst,Industrial mineral,LIMESTONE - LIMESAND,Lancelin,Y,"Aglime, Lsd, Lst-Lsd, Lst",Y,,Operating Mine,Public,1935,LEDGE POINT,SH50-13,LEDGE POINT,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20260112
S0001894,Bandalup N2 West,Bandalup Magnesite N2 West,Mine,Openpit,Operating,J00897,Bandalup Magnesite,120.363449000000003,-33.607596999999998,255373,6278235,51,MgCO3 Aglime,Industrial mineral,MAGNESITE,Bandalup,Y,"MgCO3, Aglime",Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20260112
S0001897,Garnet Ice,Fraser Range - Garnet Ice,Mine,Openpit,Operating,J00900,Fraser Range Granite-Dolerite,122.669235000000000,-32.078772999999998,468784,6450785,51,Gran Dst,Construction material,DIMENSION STONE,,N,,,,,Public,3433,FRASER RANGE,SI51-02,NORSEMAN,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Biranup Zone,20260112
S0001913,Mt Seabrook 1,Mt Seabrook 1,Mine,Openpit,Operating,J00914,Mt Seabrook Talc,117.724513000000002,-25.601465999999999,572752,7168251,50,Tlc,Industrial mineral,TALC,Mt Seabrook,Y,Tlc,Y,,Operating Mine,Public,2446,MOORARIE,SG50-07,ROBINSON RANGE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Padbury Basin,20260112
S0001946,Walkaway/Holcim,Walkaway / Holcim,Mine,Openpit,Operating,J00937,Walkaway / Holcim,114.800511000000000,-28.860887000000002,285455,6805439,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Northampton Inlier",20260112
S0001959,Gascoyne River M09/31,Gascoyne River Sand M09/31,Mine,Openpit,Operating,J04825,Gascoyne River / Ford-Brandenburg,113.736339999999998,-24.847532999999999,776532,7249158,49,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1648,CARNARVON,SG49-04,QUOBBA,"CARNARVON, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260112
