WELL_NAME,UWI,BASIN,LEASE_NO,LONG,LAT,OPERATOR,CLASS,STATUS,FIELD,SPUD_DATE,RIG_RELEASE_DATE,EXTRACT_DATE
Minilya 1,W000898,Roebuck,WA-29-P,118.733737,-18.323277,Woodside Offshore Development Pty Ltd,NFW,P&A,,19740804,19740905,20260417
Barrow_C77J,W000909,Northern Carnarvon,L 1H,115.396017,-20.882644,West Australian Petroleum Pty Limited,NFW,P&A,Barrow Island,19760114,19760621,20260417
Spar 1,W000913,Northern Carnarvon,WA-25-P,114.886385,-20.613031,West Australian Petroleum Pty Limited,NFW,P&A G,Spar,19760624,19760930,20260417
Caswell 1,W000923,Browse,WA-34-P,122.468778,-14.239892,Woodside Petroleum Development Pty Ltd,NFW,P&A,,19770816,19780113,20260417
Warro 2,W000934,Perth,EP 24,115.735586,-30.166826,West Australian Petroleum Pty Limited,NFW,P&A G,Warro,19771112,19780405,20260417
Geelvink 1,W000935,Perth,WA-13-P,114.299616,-29.092402,West Australian Petroleum Pty Limited,NFW,P&A,,19780530,19780614,20260417
Geelvink 1A,W000935,Perth,WA-13-P,114.299616,-29.092402,West Australian Petroleum Pty Limited,NFW,P&A,,19780616,19780810,20260417
Barrow_L51J,W000948,Northern Carnarvon,L 1H,115.374061,-20.816649,West Australian Petroleum Pty Limited,NPW,Shut in,Barrow Island,19781112,19781226,20260417
Investigator 1,W000957,Northern Carnarvon,WA-96-P,112.96842,-20.350518,Esso Exploration & Production Australia Inc,NFW,P&A,,19790507,19790717,20260417
Barrow_L28,W000958,Northern Carnarvon,L 1H,115.400179,-20.804652,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19790103,19790111,20260417
Barrow_E21G,W000970,Northern Carnarvon,L 1H,115.404515,-20.834376,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19790714,19790720,20260417
Barrow_L15,W000977,Northern Carnarvon,L 1H,115.389279,-20.80105,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19790622,19790627,20260417
Barrow_L17,W000978,Northern Carnarvon,L 1H,115.396468,-20.801819,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19790630,19790705,20260417
Barrow_B12A,W000986,Northern Carnarvon,L 1H,115.34433,-20.857386,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19791014,19791019,20260417
Barrow_B26A,W000994,Northern Carnarvon,L 1H,115.359697,-20.8621,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19790914,19790919,20260417
Barrow_F81A,W000995,Northern Carnarvon,L 1H,115.372527,-20.854167,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19790825,19790831,20260417
Barrow_WSW8A,W001030,Northern Carnarvon,L 1H,115.381986,-20.818942,West Australian Petroleum Pty Limited,DEV,SUSP,Barrow Island,19800625,,20260417
Woodada 01,W001036,Perth,EP 100,115.140644,-29.794555,Hughes & Hughes Australia Pty Ltd,NFW,P&A G,Woodada,19800429,19800621,20260417
Barrow_R88G,W000975,Northern Carnarvon,L 1H,115.369511,-20.797582,West Australian Petroleum Pty Limited,DEV,SUSP,Barrow Island,19791202,19791208,20260417
Barrow_G83A,W000982,Northern Carnarvon,L 1H,115.348554,-20.85402,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19791101,19791107,20260417
Barrow_G82A,W000983,Northern Carnarvon,L 1H,115.344782,-20.854061,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19791027,19791101,20260417
Barrow_B32A,W000989,Northern Carnarvon,L 1H,115.344718,-20.864614,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19791107,19791111,20260417
Barrow_B33A,W000990,Northern Carnarvon,L 1H,115.348323,-20.864688,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19791112,19791119,20260417
Erregulla 2,W001015,Perth,EP 23,115.398947,-29.374024,Mesa Australia Ltd,EXT,P&A,,19800220,19800413,20260417
Barrow_J78,W001034,Northern Carnarvon,L 1H,115.338854,-20.822926,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19801009,19801014,20260417
Airey Hill 1,W001038,Southern Carnarvon,EP 166,113.873467,-23.065439,Monarch Petroleum NL,NFW,Water,,19800523,19800611,20260417
Parmelia 1,W001039,Perth,WA-13-P,115.077123,-32.298594,West Australian Petroleum Pty Limited,NFW,P&A,,19810429,19810610,20260417
Barrow_Q46M,W001048,Northern Carnarvon,L 1H,115.393885,-20.784247,West Australian Petroleum Pty Limited,NPW,P&A,Barrow Island,19800902,19800923,20260417
Yowalga 3,W001053,Officer,EP 178,125.916952,-26.149474,The Shell Company Of Australia Ltd,NFW,P&A,,19800819,19810117,20260417
Dampiera 1A,W001074,Canning,EP 143,125.26964,-19.766917,Western Mining Corporation Ltd,STR,P&A STR,,19820210,19820406,20260417
Dampiera 1,W001074,Canning,EP 143,125.26964,-19.766917,Western Mining Corporation Ltd,STR,P&A STR,,19820206,19820210,20260417
Barrow_Y14M,W001078,Northern Carnarvon,L 1H,115.400544,-20.714006,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19810731,19810811,20260417
Barrow_S62M,W001083,Northern Carnarvon,L 1H,115.362196,-20.760648,West Australian Petroleum Pty Limited,EXT,P&A,Barrow Island,19810829,19811001,20260417
Tubridgi 04,W001093,Northern Carnarvon,EP 110,114.834954,-21.763199,Otter Exploration NL,EXT,P&A G,Tubridgi,19811106,19811120,20260417
Barrow_G33A,W001115,Northern Carnarvon,L 1H,115.347998,-20.835913,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19820206,19820212,20260417
Barrow_G32A,W001124,Northern Carnarvon,L 1H,115.344686,-20.835818,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19820131,19820205,20260417
Barrow_G43A,W001126,Northern Carnarvon,L 1H,115.348117,-20.839639,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19820220,19820225,20260417
Barrow_G44A,W001127,Northern Carnarvon,L 1H,115.351588,-20.839711,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19820226,19820302,20260417
Barrow_G16A,W001151,Northern Carnarvon,L 1H,115.359867,-20.828386,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19820528,19820602,20260417
Bootine 1,W001058,Perth,EP 24,115.827031,-31.17649,Mesa Australia Ltd,NFW,P&A G,Gingin,19810809,19811122,20260417
Fisher 1,W001059,Northern Carnarvon,WA-28-P,115.71026,-19.822266,Woodside Offshore Development Pty Ltd,NFW,P&A,,19810625,19810827,20260417
Dongara 24,W001061,Perth,L 2,115.018177,-29.235098,West Australian Petroleum Pty Limited,DEV,Suspended,Dongara,19810226,19810409,20260417
Orange Pool 1,W001066,Canning,EP 129,124.210656,-17.303532,Home Energy Co Ltd,NFW,P&A,,19810621,19810722,20260417
Yarrada 1,W001067,Canning,EP 129,124.103801,-17.365119,Home Energy Co Ltd,NFW,P&A,,19810630,19810923,20260417
Cassia 1,W001073,Canning,EP 143,125.516304,-19.734609,Western Mining Corporation Ltd,STR,P&A STR,,19811102,19811214,20260417
Barrow_R18,W001084,Northern Carnarvon,L 1H,115.370279,-20.772654,West Australian Petroleum Pty Limited,EXT,P&S,Barrow Island,19810915,19810922,20260417
Blina 2,W001088,Canning,EP 129,124.497503,-17.617932,Home Energy Co Ltd,EXT,Shut in,Blina,19811001,19811027,20260417
Goodwyn 06,W001089,Northern Carnarvon,WA-28-P,115.854688,-19.721903,Woodside Petroleum Development Pty Ltd,EXT,SUSP OG,Goodwyn,19811020,19820131,20260417
Barrow_K11,W001094,Northern Carnarvon,L 1H,115.343183,-20.802054,West Australian Petroleum Pty Limited,EXT,P&A,Barrow Island,19811030,19811106,20260417
Beekeeper 1,W001099,Perth,EP 174,115.18666,-29.712685,Australian Aquitaine Petroleum Pty Ltd,NFW,P&A,,19811109,19820104,20260417
Barrow_K46M,W001105,Northern Carnarvon,L 1H,115.361006,-20.810733,West Australian Petroleum Pty Limited,EXT,O,Barrow Island,19811209,19811225,20260417
Rosily 1,W001119,Northern Carnarvon,WA-25-P,114.867989,-21.201622,West Australian Petroleum Pty Limited,NFW,P&A,,19820122,19820128,20260417
Rosily 1A,W001119,Northern Carnarvon,WA-25-P,114.867989,-21.201622,West Australian Petroleum Pty Limited,NFW,P&A G,,19820129,19820509,20260417
Rosily 1A ST1,W001119,Northern Carnarvon,WA-25-P,114.867989,-21.201622,West Australian Petroleum Pty Limited,NFW,P&A G,,19820129,19820509,20260417
Boronia 1,W001123,Canning,EP 103,124.572905,-17.75683,International Energy Development Corporation of Australia,NFW,P&A O,,19820413,19820705,20260417
Eremophila 1,W001138,Canning,EP 225,125.204837,-19.779135,Western Mining Corporation Ltd,STR,P&A STR,,19820406,19820519,20260417
Barrow_G14A,W001149,Northern Carnarvon,L 1H,115.351983,-20.828674,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19820512,19820518,20260417
Barrow G15A,W001150,Northern Carnarvon,L 1H,115.356117,-20.828912,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19820519,19820524,20260417
Barrow_G56A,W001160,Northern Carnarvon,L 1H,115.359951,-20.843163,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19820826,19820830,20260417
Carina 1,W001178,Canning,EP 175,123.080224,-19.353376,Getty Oil Development Co Ltd,NFW,P&A,,19820817,19820907,20260417
Barrow_G24X,W000467,Northern Carnarvon,L 1H,115.354746,-20.83396,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19690409,19690411,20260417
Barrow_M48,W000473,Northern Carnarvon,L 1H,115.431588,-20.812181,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690420,,20260417
Barrow_K68,W000475,Northern Carnarvon,L 1H,115.369491,-20.819424,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690430,,20260417
Barrow_K88,W000479,Northern Carnarvon,L 1H,115.36983,-20.826886,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690515,,20260417
Barrow_P64,W000488,Northern Carnarvon,L 1H,115.416095,-20.790154,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690504,,20260417
Barrow_G22,W000492,Northern Carnarvon,L 1H,115.346603,-20.833605,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690604,,20260417
Barrow_M84,W000506,Northern Carnarvon,L 1H,115.416288,-20.827041,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690708,,20260417
Barrow_P78,W000511,Northern Carnarvon,L 1H,115.43183,-20.794661,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19690721,,20260417
Barrow_M44,W000521,Northern Carnarvon,L 1H,115.4161,-20.811941,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690712,,20260417
Barrow_P44,W000522,Northern Carnarvon,L 1H,115.416109,-20.782923,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690730,,20260417
Barrow_K15,W000531,Northern Carnarvon,L 1H,115.358088,-20.801734,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19690803,,20260417
Barrow_K35,W000532,Northern Carnarvon,L 1H,115.35819,-20.80879,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690901,,20260417
Barrow_K44,W000544,Northern Carnarvon,L 1H,115.353934,-20.811972,West Australian Petroleum Pty Limited,DEV,SUSP,Barrow Island,19690909,,20260417
Barrow_F46M,W000557,Northern Carnarvon,L 1H,115.393094,-20.839569,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690929,,20260417
Barrow_K24,W000564,Northern Carnarvon,L 1H,115.354575,-20.805039,West Australian Petroleum Pty Limited,DEV,SUSP,Barrow Island,19691004,,20260417
Barrow_L37,W000577,Northern Carnarvon,L 1H,115.396839,-20.809045,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19691030,,20260417
Barrow_Q82,W000587,Northern Carnarvon,L 1H,115.377116,-20.797983,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19691215,,20260417
Barrow_R86,W000593,Northern Carnarvon,L 1H,115.361312,-20.797942,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19691017,,20260417
Barrow_WDWD1,W000598,Northern Carnarvon,L 1H,115.402736,-20.780445,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19691010,19691013,20260417
Barrow_WDWJ1,W000599,Northern Carnarvon,L 1H,115.38436,-20.818481,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19700205,,20260417
Barrow_B47,W000520,Northern Carnarvon,L 1H,115.366518,-20.869151,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19690724,,20260417
Barrow_K22,W000546,Northern Carnarvon,L 1H,115.347115,-20.805106,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690912,,20260417
Barrow_WSW3A,W000553,Northern Carnarvon,L 1H,115.38849,-20.830917,West Australian Petroleum Pty Limited,WSW,P&S,Barrow Island,19681218,,20260417
Barrow_H28,W000558,Northern Carnarvon,L 1H,115.338887,-20.83475,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19691003,,20260417
Barrow_H48,W000559,Northern Carnarvon,L 1H,115.338849,-20.841836,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19691007,,20260417
Barrow_K28,W000566,Northern Carnarvon,L 1H,115.369332,-20.804657,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19691127,,20260417
Barrow_L48,W000579,Northern Carnarvon,L 1H,115.400775,-20.812424,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19691105,,20260417
Barrow_WSW6A,W000597,Northern Carnarvon,L 1H,115.361011,-20.811214,West Australian Petroleum Pty Limited,DEV,SUSP,Barrow Island,19690627,19690706,20260417
Barrow_Q44,W000617,Northern Carnarvon,L 1H,115.385803,-20.783303,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19700605,,20260417
Barrow_Q53,W000621,Northern Carnarvon,L 1H,115.38137,-20.78734,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19700515,,20260417
Barrow_Q57,W000622,Northern Carnarvon,L 1H,115.396451,-20.786312,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19700314,,20260417
Barrow_Q67,W000626,Northern Carnarvon,L 1H,115.396828,-20.790811,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19700305,,20260417
Barrow_R57,W000633,Northern Carnarvon,L 1H,115.365651,-20.786799,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19700327,,20260417
Barrow DWDB2,W000655,Northern Carnarvon,L 1H,115.393878,-20.786524,West Australian Petroleum Pty Limited,DEV,,Barrow Island,19700721,,20260417
Trimouille 1,W000658,Northern Carnarvon,LP-161H,115.572636,-20.40335,West Australian Petroleum Pty Limited,STR,P&A STR,,19670212,19670319,20260417
Trimouille 1A,W000659,Northern Carnarvon,LP-161H,115.572724,-20.40335,West Australian Petroleum Pty Limited,STR,P&A STR,,19670321,19670403,20260417
Yulleroo 1,W000662,Canning,LP-184H,122.910005,-17.852989,Gewerkschaft Elwerath,NFW,P&A GS,,19670521,19671205,20260417
Robe River Corehole 1,W000666,Northern Carnarvon,PE-217H,115.757953,-21.467449,West Australian Petroleum Pty Limited,STR,P&A STR,,19670106,19670107,20260417
Muiron 1,W000685,Northern Carnarvon,LP-185H,114.358288,-21.651268,West Australian Petroleum Pty Limited,STR,P&A STR,,19671201,19671225,20260417
Peedamulla 1,W000688,Northern Carnarvon,LP-187H,115.633844,-21.407281,West Australian Petroleum Pty Limited,STR,P&A STR,,19671222,19680107,20260417
Barrow_WSW5A,W000596,Northern Carnarvon,L 1H,115.41478,-20.784914,West Australian Petroleum Pty Limited,WSW,SUSP,Barrow Island,19690627,,20260417
Barrow_J58,W000603,Northern Carnarvon,L 1H,115.338884,-20.815422,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19700104,,20260417
Barrow_Q48,W000619,Northern Carnarvon,L 1H,115.400796,-20.782964,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19700322,,20260417
Barrow_Q88,W000631,Northern Carnarvon,L 1H,115.400483,-20.797554,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19700617,,20260417
Barrow_T86,W000636,Northern Carnarvon,L 1H,115.408295,-20.768325,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19700426,,20260417
Barrow DWDB1,W000654,Northern Carnarvon,L 1H,115.393006,-20.784729,West Australian Petroleum Pty Limited,WSW,,Barrow Island,19700721,,20260417
Pasco 3,W000675,Northern Carnarvon,LP-158H,115.3336,-20.969002,West Australian Petroleum Pty Limited,EXT,P&A OG,Pasco,19670724,19670901,20260417
Bookara 3,W000678,Perth,LP-190H,114.890343,-29.107362,West Australian Petroleum Pty Limited,STR,P&A STR,,19670915,19670924,20260417
Dongara 06,W000684,Perth,LP-190H,114.941066,-29.194779,West Australian Petroleum Pty Limited,EXT,P&A,Dongara,19671212,19671230,20260417
Hope Island 1,W000692,Northern Carnarvon,LP-196H,114.479683,-22.159527,West Australian Petroleum Pty Limited,STR,P&A STR,,19680226,19680315,20260417
Mary Anne 1,W000697,Northern Carnarvon,LP-202H,115.504471,-21.298671,West Australian Petroleum Pty Limited,STR,P&A STR,,19680512,19680521,20260417
Willara Hill 1,W000706,Canning,LP-211H,121.882648,-19.058791,West Australian Petroleum Pty Limited,NFW,P&A,,19680810,19680822,20260417
Charlotte 1,W000716,Perth,WA-14-P,115.450381,-31.80877,West Australian Petroleum Pty Limited,NFW,P&A,,19701219,19710112,20260417
Lacrosse 1,W000719,Bonaparte,WA-19-P,128.584026,-14.296051,Arco Australia Ltd,NFW,P&A,,19690221,19690507,20260417
Dongara 09,W000723,Perth,LP-111H,115.003762,-29.224029,West Australian Petroleum Pty Limited,EXT,Suspended,Dongara,19690415,19690508,20260417
Fortescue 1,W000724,Northern Carnarvon,PE-217H,115.858008,-21.01811,West Australian Petroleum Pty Limited,STR,P&A STR,,19690620,19690625,20260417
Beagle 1,W000725,Northern Carnarvon,PE-217H,115.641399,-21.190538,West Australian Petroleum Pty Limited,STR,P&A STR,,19690531,19690616,20260417
Flag 1,W000730,Northern Carnarvon,WA-23-P,115.651337,-20.46394,West Australian Petroleum Pty Limited,NFW,P&A OG,,19690902,19700203,20260417
Flag 1 ST1,W000730,Northern Carnarvon,WA-23-P,115.651337,-20.46394,West Australian Petroleum Pty Limited,NFW,P&A OG,,,19700203,20260417
Matches Spring 1,W000741,Canning,EP 37,124.051901,-18.689184,Total Exploration Australia Pty Ltd,NFW,P&A,,19690826,19691114,20260417
Dirk Hartog 05,W000759,Southern Carnarvon,LP-44H,113.037211,-25.755077,West Australian Petroleum Pty Limited,STR,P&A STR,,19560105,19560115,20260417
Barrow_Q33,W000614,Northern Carnarvon,L 1H,115.380922,-20.779434,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19700614,,20260417
Barrow_G24,W000657,Northern Carnarvon,L 1H,115.354152,-20.834676,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690428,19690501,20260417
Trimouille 1B,W000671,Northern Carnarvon,LP-161H,115.574451,-20.405083,West Australian Petroleum Pty Limited,STR,P&A STR,,19670520,19670602,20260417
Barrow_C65J,W000699,Northern Carnarvon,LP-164H,115.385256,-20.882742,West Australian Petroleum Pty Limited,NFW,P&A,Barrow Island,19680509,19680615,20260417
Direction Island 1,W000700,Northern Carnarvon,LP-204H,115.131901,-21.534233,West Australian Petroleum Pty Limited,STR,P&A STR,,19680426,19680507,20260417
Quinns Rock 1,W000707,Perth,WA-14-P,115.517047,-31.802379,West Australian Petroleum Pty Limited,NFW,P&A,,19681010,19681121,20260417
Edgar Range 1,W000708,Canning,LP-213H,123.59535,-18.755526,Total Exploration Australia Pty Ltd,STR,P&A STR,,19680811,19680915,20260417
Kemp Field 1,W000710,Canning,LP-216H,123.464581,-20.317982,Total Exploration Australia Pty Ltd,STR,P&A STR,,19680928,19681013,20260417
Dampier 1,W000717,Northern Carnarvon,WA-28-P,116.014951,-19.871158,Woodside Petroleum Development Pty Ltd,NFW,P&A,,19681122,19690509,20260417
Mondarra 2,W000718,Perth,LP-171H,115.10479,-29.351251,West Australian Petroleum Pty Limited,EXT,P&A,Mondarra,19681219,19690218,20260417
Dongara 12,W000739,Perth,PE-27H,115.022733,-29.238181,West Australian Petroleum Pty Limited,EXT,P&A,Dongara,19690730,19690817,20260417
Dongara 15,W000742,Perth,PE-27H,115.018679,-29.274529,West Australian Petroleum Pty Limited,EXT,P&A,Dongara,19691016,19691104,20260417
Dongara 18,W000752,Perth,PE-27H,115.035039,-29.274737,West Australian Petroleum Pty Limited,EXT,Suspended,Dongara,19700109,19700126,20260417
Dirk Hartog 12,W000766,Southern Carnarvon,LP-44H,113.106011,-25.958157,West Australian Petroleum Pty Limited,STR,P&A STR,,19560918,19561003,20260417
Leveque 1,W000779,Browse,WA-32-P,122.006195,-15.751904,Woodside Petroleum Development Pty Ltd,NFW,P&A,,19700822,19700906,20260417
