WELL_NAME,UWI,BASIN,LEASE_NO,LONG,LAT,OPERATOR,CLASS,STATUS,FIELD,SPUD_DATE,RIG_RELEASE_DATE,EXTRACT_DATE
Jansz 1,W002376,Northern Carnarvon,WA-268-P,114.483353,-19.847532,Mobil Exploration & Producing Australia Pty Ltd,NFW,P&A G,Jansz,20000413,20000507,20260417
Intrepid 1,W002390,Browse,WA-277-P,125.848949,-12.932555,Kerr-McGee NW Shelf Australia Energy Pty Ltd,NFW,P&A,,20000614,20000624,20260417
Corkybark 1,W002391,Northern Carnarvon,WA-234-P,114.973784,-20.892728,British Borneo Australia Ltd,NFW,P&A,,20000610,20000712,20260417
Corkybark 1A,W002391,Northern Carnarvon,WA-234-P,114.973784,-20.892728,British Borneo Australia Ltd,NFW,P&A,,20000613,,20260417
Corkybark 1A ST1,W002391,Northern Carnarvon,WA-234-P,114.973784,-20.892728,British Borneo Australia Ltd,NFW,P&A,,20000625,20000713,20260417
West Gipsy 1,W002396,Northern Carnarvon,TL/1,115.712245,-20.645874,Apache Northwest Pty Ltd,NFW,P&A,Gipsy,20000708,20000715,20260417
PEN 03,W002407,Northern Carnarvon,WA-1-L,116.101337,-19.570591,Woodside Energy Ltd,DEV,G&C,Perseus,20000827,20010113,20260417
Enfield 3,W002411,Northern Carnarvon,WA-271-P,113.980574,-21.476013,Woodside Energy Ltd,EXT,P&A O,Enfield,20000911,20001015,20260417
Dylan 1,W002423,Northern Carnarvon,TL/1,115.677557,-20.559873,Apache Northwest Pty Ltd,NFW,P&A,,20001011,20001101,20260417
Laverda 1,W002424,Northern Carnarvon,WA-271-P,113.846352,-21.535601,Woodside Energy Ltd,NFW,P&A OGS,Laverda,20001016,20001102,20260417
Phantom 1,W002425,Northern Carnarvon,EP 137,115.791312,-21.28876,Tap Oil Limited,NFW,P&A OGS,Mardie,20001025,20001104,20260417
WA 08,W002432,Northern Carnarvon,WA-14-L,116.418009,-20.137378,Mobil (Legendre) Pty Ltd,DEV,O,Wandoo,20001102,20001203,20260417
WA 08 ST1,W002432,Northern Carnarvon,WA-14-L,116.418009,-20.137378,Mobil (Legendre) Pty Ltd,DEV,O,Wandoo,20001104,,20260417
Callirhoe 1,W002444,Northern Carnarvon,WA-267-P,114.88799,-19.942504,Chevron Australia Pty Ltd,NFW,P&A GS,Geryon,20010123,20010217,20260417
Mutineer 9H,W002704,Northern Carnarvon,WA-26-L,116.637743,-19.259287,Santos Limited,DEV,SUSP O,Mutineer,20040927,20041012,20260417
Hovea 11,W002705,Perth,L 1,115.041468,-29.319527,Arc Energy Limited,DEV,P&A O,Hovea,20040912,20040927,20260417
Fiddich 1,W002717,Perth,WA-226-P,113.056892,-27.327359,Origin Energy Developments Pty Limited,NFW,P&A,,20041130,20041210,20260417
Sally May 1,W002718,Canning,EP 429,124.296298,-19.744155,Kingsway Resources 2001 Pty Ltd,NFW,P&A OS,,20041130,20050206,20260417
Cooper 1,W002726,Northern Carnarvon,EP 325,114.195757,-22.084647,Victoria International Petroleum NL,NFW,P&A,,20041227,20050104,20260417
Corybas 1,W002732,Perth,L 2,115.053467,-29.200588,Arc Energy Limited,NFW,Suspended,Corybas,20050122,20050307,20260417
Hadda 1,W002743,Perth,WA-325-P,113.440789,-28.119793,Roc Oil (WA) Pty Limited,NFW,P&A OS,,20050317,20050329,20260417
Lauda 1,W002745,Northern Carnarvon,WA-290-P,114.721313,-20.819937,OMV Barrow Pty Ltd,NFW,P&A OS,,20050323,20050404,20260417
Langdale 1,W002753,Northern Carnarvon,WA-155-P,114.235038,-21.487256,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,P&A GS,,20050417,20050426,20260417
Plato 2,W002754,Northern Carnarvon,TL/6,115.564406,-20.699278,Apache Northwest Pty Ltd,NFW,,,20050417,20050425,20260417
Mutineer 11,W002755,Northern Carnarvon,WA-26-L,116.626896,-19.253554,Santos Limited,EXT,P&A OS,Mutineer,20050429,20050511,20260417
North Alkimos 2H,W002766,Northern Carnarvon,TL/1,115.614172,-20.602178,Apache Northwest Pty Ltd,DEV,P&A O,North Alkimos,20050604,20050701,20260417
Adina 5,W002771,Perth,DR 7,115.156205,-33.759678,Red Mountain Energy Pty Ltd,CBM,P&A,,20050624,20051026,20260417
Legendre 3,W002779,Northern Carnarvon,WA-20-L,116.732601,-19.678891,Woodside Energy Ltd,EXT,P&A OS,Legendre North,20050811,20050829,20260417
Legendre 3 ST1,W002779,Northern Carnarvon,WA-20-L,116.732601,-19.678891,Woodside Energy Ltd,EXT,P&A OS,Legendre North,20050816,20050829,20260417
Jingemia 6,W002781,Perth,L 14,114.989231,-29.33814,Origin Energy Developments Pty Limited,EXT,P&A OS,Jingemia,20050816,20050912,20260417
Bambra 7H L1,W002789,Northern Carnarvon,TL/1,115.637571,-20.575197,Apache Northwest Pty Ltd,DEV,P&A,Bambra,20050926,20051002,20260417
Bambra 7H,W002789,Northern Carnarvon,TL/1,115.637571,-20.575197,Apache Northwest Pty Ltd,DEV,O,Bambra,20050908,20050925,20260417
Bambra 7H L1 ST1,W002789,Northern Carnarvon,TL/1,115.637571,-20.575197,Apache Northwest Pty Ltd,DEV,O,Bambra,20051002,20051008,20260417
Calliance 1,W002797,Browse,WA-28-R,121.553317,-14.539394,Woodside Energy Ltd,NFW,P&A G,Calliance,20051011,20051212,20260417
ENB 02,W002798,Northern Carnarvon,WA-28-L,113.992982,-21.465641,Woodside Energy Ltd,WIW,SUSP,Enfield,20051012,20060510,20260417
Wanaea 9,W002800,Northern Carnarvon,WA-11-L,116.412758,-19.612699,Woodside Energy Ltd,DEV,O,Wanaea,20051010,20060306,20260417
Wanaea 9H ST1,W002800,Northern Carnarvon,WA-11-L,116.412758,-19.612699,Woodside Energy Ltd,DEV,SUSP O,Wanaea,20060130,20060306,20260417
Monty 1,W002353,Northern Carnarvon,TL/1,115.744279,-20.613295,Apache Northwest Pty Ltd,NFW,P&A OGS,Monty,19991129,19991209,20260417
Scindian 3,W002374,Northern Carnarvon,WA-10-L,114.697928,-21.191692,BHP Petroleum (Australia) Pty Ltd,DEV,P&A,Chinook/Scindian,20000314,20000423,20260417
Griffin 8,W002379,Northern Carnarvon,WA-10-L,114.623844,-21.223429,BHP Petroleum (Australia) Pty Ltd,DEV,SUSP O,Griffin,20000425,20000608,20260417
Central Rough Range 1,W002387,Northern Carnarvon,EP 41,114.081072,-22.418417,Empire Oil & Gas NL,EXT,P&A,,20000601,20000608,20260417
Tanami 5,W002388,Northern Carnarvon,TL/1,115.585499,-20.672195,Apache Northwest Pty Ltd,EXT,P&A,Tanami,20000609,20000629,20260417
Olive 1,W002394,Northern Carnarvon,TL/1,115.682079,-20.608583,Apache Northwest Pty Ltd,NFW,P&A,,20000629,20000707,20260417
Linda 1,W002399,Northern Carnarvon,TL/1,115.69807,-20.547066,Apache Northwest Pty Ltd,NFW,P&A OGS,Linda,20000716,20000806,20260417
Linda 1 ST1,W002399,Northern Carnarvon,TL/1,115.69807,-20.547066,Apache Northwest Pty Ltd,NFW,P&A OGS,Linda,20000806,20000901,20260417
Patience 2,W002426,Canning,EP 376,125.672231,-23.358597,Nerdlihc Company Inc,NFW,P&A,,20001021,20031126,20260417
WA 09,W002431,Northern Carnarvon,WA-14-L,116.422909,-20.137378,Mobil (Legendre) Pty Ltd,DEV,O,Wandoo,20001120,20001203,20260417
Io 1,W002437,Northern Carnarvon,WA-267-P,114.637491,-19.785515,Chevron Australia Pty Ltd,NFW,P&A GS,Jansz,20010106,20010123,20260417
Tusk 2,W002438,Northern Carnarvon,WA-246-P,116.14012,-20.236562,Apache Northwest Pty Ltd,EXT,P&A OS,Tusk,20010110,20010128,20260417
Beharra Springs South 1,W002482,Perth,EP 368,115.152878,-29.50357,Origin Energy Developments Pty Limited,NFW,P&A OS,,20010824,20010923,20260417
GSWA Yinni 1,W002489,Southern Carnarvon,,114.81491,-26.057787,Geological Survey of Western Australia (GSWA),STR,P&A STR,,20010528,20010602,20260417
Hovea 1,W002493,Perth,L 1,115.042222,-29.31682,Arc Energy NL,NFW,P&A,Hovea,20011003,20011020,20260417
Missing 1,W002494,Canning,EP 353,124.602974,-19.549421,Hughes & Hughes Australia Pty Ltd,NFW,P&A,,20011014,20011111,20260417
Priscilla 1,W002495,Northern Carnarvon,TL/6,115.564407,-20.699337,Apache Northwest Pty Ltd,NFW,P&A,,20011012,20011025,20260417
Barrow_E22A,W002501,Northern Carnarvon,L 1H,115.406466,-20.833916,Chevron Australia Pty Ltd,DEV,Shut in,Barrow Island,20011011,20011015,20260417
Barrow_P64A,W002503,Northern Carnarvon,L 1H,115.414038,-20.790096,Chevron Australia Pty Ltd,DEV,O,Barrow Island,20011020,20011024,20260417
Walyering 4,W002507,Perth,EP 414,115.47058,-30.715353,AWE (Perth Basin) Pty Ltd,EXT,P&A,Walyering,20011118,20011217,20260417
Fruitcake 1,W002508,Canning,EP 353,124.481057,-19.4722,Hughes & Hughes Australia Pty Ltd,NFW,P&A,,20011115,20011214,20260417
Shoshone 1,W002517,Northern Carnarvon,EP 342,114.559678,-21.687884,Apache Northwest Pty Ltd,NFW,P&A,,20020110,20020113,20260417
Furness 1,W003233,Northern Carnarvon,WA-255-P,113.932954,-21.404942,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,P&A,,20100701,20100722,20260417
Stag 34,W003240,Northern Carnarvon,WA-15-L,116.25689,-20.284233,Apache Northwest Pty Ltd,EXT,P&A OS,Stag,20100731,20100817,20260417
The Grafter 1,W003248,Northern Carnarvon,WA-390-P,113.689091,-20.265868,Hess Exploration Australia Pty Limited,NFW,P&A GS,,20100909,20100928,20260417
Spar 2,W003252,Northern Carnarvon,WA-4-R,114.906148,-20.608871,Apache Energy Limited,EXT,SUSP G,Spar,20101002,20101129,20260417
Remy 1,W003253,Northern Carnarvon,WA-404-P,114.311902,-19.399494,Woodside Energy Ltd,NFW,P&A GS,,20101006,20101224,20260417
Remy 1A,W003253,Northern Carnarvon,WA-404-P,114.311902,-19.399494,Woodside Energy Ltd,NFW,P&A GS,,20101014,,20260417
Remy 1A CH1,W003253,Northern Carnarvon,WA-404-P,114.311902,-19.399494,Woodside Energy Ltd,NFW,P&A GS,,20101201,20101223,20260417
Zola 1,W003265,Northern Carnarvon,WA-290-P,114.712145,-20.811329,Apache Energy Limited,NFW,P&A GS,,20101201,20110427,20260417
Zola 1 ST1,W003265,Northern Carnarvon,WA-290-P,114.712145,-20.811329,Apache Energy Limited,NFW,P&A GS,,20110321,20110427,20260417
Crusader 1,W003275,Northern Carnarvon,WA-35-L,114.022601,-21.397063,Apache Energy Limited,NFW,P&A,,20110211,20110316,20260417
La Rocca 1,W003290,Northern Carnarvon,WA-388-P,115.686306,-19.243944,Apache Northwest Pty Ltd,NFW,P&A,,20110430,20110606,20260417
Stag 39H,W003302,Northern Carnarvon,WA-15-L,116.275276,-20.289849,Apache Northwest Pty Ltd,DEV,SUSP O,Stag,20110725,20110918,20260417
Acme West 1,W003303,Northern Carnarvon,WA-205-P,114.799092,-20.20423,Chevron Australia Pty Ltd,NFW,P&A GS,,20110727,20111016,20260417
Palta 1 ST1,W003954,Northern Carnarvon,WA-384-P,113.180815,-22.086546,Shell Development (Australia) Pty Ltd,NFW,Abandoned,,20121206,20130821,20260417
Palta 1,W003954,Northern Carnarvon,WA-384-P,113.180815,-22.086546,Shell Development (Australia) Pty Ltd,NFW,Abandoned,,20121014,20130821,20260417
Balnaves Deep 2,W003994,Northern Carnarvon,WA-49-L,115.201702,-20.030555,Apache Julimar Pty Ltd,DEV,Abandoned,Balnaves,20120628,20130731,20260417
Bru A2,W004016,Northern Carnarvon,WA-49-L,115.20159,-20.030156,Apache Julimar Pty Ltd,DEV,Abandoned,,20120918,20120919,20260417
Bru A2A Phase 1,W004017,Northern Carnarvon,WA-49-L,115.201578,-20.030312,Quadrant Energy Pty Ltd,DEV,Completed,,20120920,20150823,20260417
Bru A2A Phase 2,W004017,Northern Carnarvon,WA-49-L,115.201578,-20.030312,Quadrant Energy Pty Ltd,DEV,Completed,,,20140315,20260417
Finucane South 2H,W004074,Northern Carnarvon,WA-191-P,116.763735,-19.292785,Santos Limited,DEV,Suspended,,20121218,20130331,20260417
Finucane South 2,W004074,Northern Carnarvon,WA-191-P,116.763735,-19.292785,Santos Limited,DEV,Suspended,,20121008,20130331,20260417
GOR 2B Phase 1,W004078,Northern Carnarvon,WA-37-L,114.842065,-20.460144,Chevron Australia Pty Ltd,DEV,Completed,,20120618,20120825,20260417
Balnaves 3,W003239,Northern Carnarvon,WA-356-P,115.185296,-20.061164,Apache Julimar Pty Ltd,EXT,P&A OGS,,20100727,20100930,20260417
Stybarrow 12,W003242,Northern Carnarvon,WA-32-L,113.846498,-21.469799,BHP Billiton Petroleum (Australia) Pty Ltd,DEV,SUSP O,Stybarrow,20100731,20100821,20260417
Stybarrow 12H,W003242,Northern Carnarvon,WA-32-L,113.846498,-21.469799,BHP Billiton Petroleum (Australia) Pty Ltd,DEV,SUSP O,Stybarrow,20100821,20100922,20260417
ENE 03,W003243,Northern Carnarvon,WA-28-L,113.988302,-21.481332,Woodside Energy Ltd,DEV,SUSP O,Enfield,20100806,20100828,20260417
ENE 03 ST1,W003243,Northern Carnarvon,WA-28-L,113.988302,-21.481332,Woodside Energy Ltd,DEV,SUSP O,Enfield,20100906,20101005,20260417
ENE 03 RD1,W003243,Northern Carnarvon,WA-28-L,113.988302,-21.481332,Woodside Energy Ltd,DEV,P&A,Enfield,20100830,20100906,20260417
Cimatti 1,W003258,Northern Carnarvon,WA-28-L,113.970967,-21.44543,Woodside Energy Ltd,NFW,P&A OS,,20101101,20101130,20260417
Xeres 1,W003291,Northern Carnarvon,WA-34-L,115.251097,-19.915374,Woodside Burrup Pty Ltd,NFW,SUSP,,20110427,20110618,20260417
Xeres 1A,W003291,Northern Carnarvon,WA-34-L,115.251097,-19.915374,Woodside Burrup Pty Ltd,NFW,SUSP,,20110606,20110618,20260417
Chester 2,W003296,Northern Carnarvon,WA-390-P,113.905593,-20.480048,Hess Exploration Australia Pty Limited,EXT,SUSP GS,,20110605,20110816,20260417
Valhalla 2,W003297,Canning,EP 371,124.767842,-18.0678,Buru Energy Limited,NFW,SUSP GS,,20110606,20110731,20260417
Vos 1,W003433,Northern Carnarvon,WA-439-P,111.8306,-20.387091,Chevron Services Australia Pty Ltd,NFW,P&A GS,,20111020,20111128,20260417
Ragnar 1,W003435,Northern Carnarvon,WA-430-P,113.609003,-21.335413,Woodside Energy Ltd,NFW,P&A,,20111110,20111114,20260417
Stag 42,W003734,Northern Carnarvon,WA-15-L,116.294946,-20.28372,Apache Northwest Pty Ltd,DEV,Abandoned,Stag,20120213,20120218,20260417
Norton 1,W004194,Northern Carnarvon,WA-36-R,113.875652,-21.537301,Woodside Energy Ltd,NFW,Abandoned,Laverda,20120229,20120412,20260417
Yulleroo 4,W004274,Canning,EP 436,122.878101,-17.828307,Buru Energy Limited,EXT,SUSP OGS,Yulleroo,20130119,20130317,20260417
Arnhem 1,W004294,Northern Carnarvon,WA-364-P,112.557064,-19.894008,Chevron Australia Pty Ltd,NFW,Abandoned,,20121027,20121203,20260417
Gumbo 1,W004474,Northern Carnarvon,WA-430-P,113.532566,-21.351892,Woodside Energy Ltd,NFW,Abandoned,,20130211,20130424,20260417
Jalfrezi 1,W004774,Northern Carnarvon,WA-1-P,116.628636,-19.851752,Apache Northwest Pty Ltd,NFW,Abandoned,,20121205,20121223,20260417
TPA 03,W005034,Northern Carnarvon,WA-5-L,115.890006,-19.762103,Woodside Energy Ltd,DEV,Abandoned,,20121004,20121006,20260417
Proteus 1,W005334,Browse,WA-398-P,122.33546,-13.738007,ConocoPhillips (Browse Basin) Pty Ltd,NFW,Abandoned,,20130325,20130929,20260417
Proteus 1 ST1,W005334,Browse,WA-398-P,122.33546,-13.738007,ConocoPhillips (Browse Basin) Pty Ltd,NFW,Abandoned,,20130524,20130929,20260417
John Brookes 2,W002762,Northern Carnarvon,WA-29-L,115.120141,-20.447329,Apache Northwest Pty Ltd,DEV,G,John Brookes,20050511,20050820,20260417
Evandra 1,W002775,Perth,L 1,115.020894,-29.348287,Arc Energy Limited,NFW,P&A O,Evandra,20050720,20050806,20260417
Legendre 4,W002783,Northern Carnarvon,WA-20-L,116.732601,-19.678891,Woodside Energy Ltd,EXT,P&A OS,Legendre North,20050823,20050829,20260417
Jingemia 10,W002785,Perth,L 14,114.989231,-29.33814,Origin Energy Developments Pty Limited,EXT,P&A O,Jingemia,20050901,20050912,20260417
ENB 03,W002799,Northern Carnarvon,WA-28-L,113.993191,-21.465544,Woodside Energy Ltd,WIW,SUSP,Enfield,20051008,20060510,20260417
Cliff Head 13H,W002824,Perth,WA-31-L,114.870058,-29.450085,Roc Oil (WA) Pty Limited,DEV,O,Cliff Head,20060227,20060721,20260417
Goodwyn 10,W002829,Northern Carnarvon,WA-5-L,115.887007,-19.696734,Woodside Energy Ltd,EXT,P&A GS,Goodwyn,20060313,20060525,20260417
Goodwyn 10A,W002829,Northern Carnarvon,WA-5-L,115.887007,-19.696734,Woodside Energy Ltd,EXT,P&A GS,Goodwyn,20060323,20060425,20260417
BMR Lennard River 1,W002835,Canning,,125.250919,-17.920236,Geoscience Australia,STR,P&A,,19721231,19721231,20260417
Theo 1,W002837,Northern Carnarvon,WA-155-P,114.064493,-21.396554,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,P&A OS,Vincent,20060420,20060503,20260417
Dune 1,W002840,Southern Carnarvon,EP 435,114.108808,-22.440258,Rough Range Oil Pty Ltd,NFW,P&A,,20060430,20060612,20260417
Gnu 1,W002854,Northern Carnarvon,WA-209-P,116.307421,-20.025112,Apache Northwest Pty Ltd,NFW,P&A GS,Gnu,20060623,20060813,20260417
Moondah 1,W002858,Perth,TP/15,114.875374,-29.292995,Roc Oil (WA) Pty Limited,NFW,P&A,,20060724,20060806,20260417
Perentie South 1,W002859,Northern Carnarvon,L 1H,115.391961,-20.885708,Chevron Australia Pty Ltd,NFW,P&S,,20060802,20060901,20260417
Gaius 1,W002872,Northern Carnarvon,EP 441,115.031835,-21.255913,Apache Northwest Pty Ltd,NFW,P&A GS,,20060923,20061001,20260417
Eremia 5,W002878,Perth,L 1,115.019136,-29.308804,Arc Energy Limited,EXT,P&A O,Eremia,20061019,20061029,20260417
Stag 30H,W002879,Northern Carnarvon,WA-15-L,116.275296,-20.289945,Apache Northwest Pty Ltd,DEV,P&A O,Stag,20061024,20061119,20260417
Stag 30H ST1,W002879,Northern Carnarvon,WA-15-L,116.275296,-20.289945,Apache Northwest Pty Ltd,DEV,O,Stag,20061106,20061119,20260417
Stag 30H L1,W002879,Northern Carnarvon,WA-15-L,116.275296,-20.289945,Apache Northwest Pty Ltd,DEV,P&A,Stag,20061110,,20260417
Unicorn 1,W002891,Northern Carnarvon,WA-209-P,116.342318,-20.027131,Apache Northwest Pty Ltd,NFW,P&A GS,,20061120,20061215,20260417
Bricklanding 1,W002892,Northern Carnarvon,TP/7,115.141513,-21.442427,Santos (BOL) Pty Ltd,NFW,P&A,,20061122,20061208,20260417
AP 4,W002896,Northern Carnarvon,WA-3-L,116.587079,-19.521684,Woodside Energy Ltd,DEV,G,Angel,20061128,20071215,20260417
AP 4H,W002896,Northern Carnarvon,WA-3-L,116.587079,-19.521684,Woodside Energy Ltd,DEV,SUSP G,Angel,20061217,20070128,20260417
Clio 2,W003148,Northern Carnarvon,WA-205-P,114.657216,-20.365406,Chevron Australia Pty Ltd,EXT,P&A OGS,Clio,20090414,20090518,20260417
Blacktip P 2,W003155,Bonaparte,WA-33-L,128.484131,-13.89494,ENI Australia Limited,DEV,G,Blacktip,20090528,20090904,20260417
Coniston 3,W003161,Northern Carnarvon,WA-255-P,114.063513,-21.322274,Apache Northwest Pty Ltd,EXT,P&A OS,Coniston,20090629,20090707,20260417
Lightfinger 1,W003172,Northern Carnarvon,WA-390-P,113.730637,-20.194873,Hess Exploration Australia Pty Limited,NFW,P&A GS,,20090811,20090826,20260417
Hijinx 1,W003189,Northern Carnarvon,WA-390-P,113.693584,-20.225254,Hess Exploration Australia Pty Limited,NFW,P&A GS,,20091114,20100101,20260417
Noblige 1,W003204,Northern Carnarvon,WA-404-P,114.332968,-19.398568,Woodside Energy Ltd,NFW,SUSP GS,,20100105,20100218,20260417
Kaloorup Road 1,W003209,Perth,DR 10,115.239733,-33.703598,Red Mountain Energy Pty Ltd,CBM,Not drilled,,,,20260417
Chutney 1,W003212,Northern Carnarvon,WA-426-P,114.956041,-20.494231,Apache Northwest Pty Ltd,NFW,P&A,,20100227,20100320,20260417
Sappho 1,W003215,Northern Carnarvon,WA-392-P,114.480227,-20.628273,Chevron Australia (W06-12) Pty Ltd,NFW,P&A GS,,20100325,20100511,20260417
Legendre South 3,W003222,Northern Carnarvon,WA-20-L,116.69156,-19.721665,Apache Northwest Pty Ltd,EXT,P&A OS,,20100505,20100519,20260417
Brederode 1,W003225,Northern Carnarvon,WA-364-P,112.370831,-19.818843,Chevron Australia (WA-364-P) Pty Ltd,NFW,P&A GS,,20100517,20100614,20260417
Acme 1,W003230,Northern Carnarvon,WA-205-P,114.81916,-20.207514,Chevron Australia Pty Ltd,NFW,P&A GS,,20100618,20100726,20260417
Chester 1,W003231,Northern Carnarvon,WA-390-P,113.927599,-20.478937,Hess Exploration Australia Pty Limited,NFW,SUSP GS,,20100620,20100803,20260417
Chester 1 ST1,W003231,Northern Carnarvon,WA-390-P,113.927599,-20.478937,Hess Exploration Australia Pty Limited,NFW,SUSP G,,20100803,20100907,20260417
Wolf 1,W003236,Perth,EP 320,115.162639,-29.48379,Origin Energy Developments Pty Limited,EXT,SUSP GS,,20100718,20100902,20260417
Macedon 10,W003244,Northern Carnarvon,WA-42-L,114.169077,-21.567365,BHP Billiton Petroleum (Australia) Pty Ltd,DEV,SUSP G,Macedon,20100814,20100916,20260417
Balnaves 4,W003249,Northern Carnarvon,WA-356-P,115.185296,-20.061164,Apache Julimar Pty Ltd,EXT,P&A OGS,,20100915,20100928,20260417
Macedon 9,W003250,Northern Carnarvon,WA-42-L,114.158749,-21.575881,BHP Billiton Petroleum (Australia) Pty Ltd,DEV,SUSP G,Macedon,20100919,20101214,20260417
Makybe Diva 1,W003251,Northern Carnarvon,WA-390-P,113.689091,-20.265868,Hess Exploration Australia Pty Limited,NFW,P&A GS,,20100928,20101016,20260417
Paradise 1,W003256,Canning,EP 428,124.576538,-17.999875,Buru Energy Limited,NFW,P&S,,20101018,20101216,20260417
Laverda North 2,W003287,Northern Carnarvon,WA-36-R,113.863018,-21.512409,Woodside Energy Ltd,EXT,P&A OGS,Laverda,20110414,20110423,20260417
Mungenooka 1,W002248,Perth,EP 320,115.213513,-29.390975,Boral Energy Resources Limited,NFW,P&A OGS,,19980514,19980704,20260417
Focus 1,W002253,Browse,WA-266-P,124.594856,-13.633455,Shell Development (Australia) Pty Ltd,NFW,P&A OGS,,19980704,19980716,20260417
Lambert 4,W002261,Northern Carnarvon,WA-16-L,116.487641,-19.449395,Woodside Offshore Petroleum Pty Ltd,DEV,SUSP G,Lambert,19980721,19980911,20260417
Adele 1,W002266,Browse,WA-35-P,123.536003,-13.502054,Shell Development (Australia) Pty Ltd,NFW,P&A GS,,19980728,19981025,20260417
North Gorgon 6,W002269,Northern Carnarvon,WA-2-R,114.8571,-20.418527,West Australian Petroleum Pty Limited,EXT,P&A GS,Gorgon,19981028,19981207,20260417
GWA 15,W002270,Northern Carnarvon,WA-5-L,115.882677,-19.658422,Woodside Offshore Petroleum Pty Ltd,DEV,Service,Goodwyn,19981031,19990601,20260417
GWA 15,W002270,Northern Carnarvon,WA-5-L,115.882677,-19.658422,Woodside Offshore Petroleum Pty Ltd,DEV,Service,Goodwyn,19981030,,20260417
GWA 15,W002270,Northern Carnarvon,WA-5-L,115.882677,-19.658422,Woodside Offshore Petroleum Pty Ltd,DEV,Service,Goodwyn,19990304,19990601,20260417
Kura Kura 1,W002275,Northern Carnarvon,TP/6,114.593859,-21.658721,Apache Northwest Pty Ltd,NFW,P&A,,19981119,19981124,20260417
Chelonia 1,W002287,Northern Carnarvon,EP 342,114.285799,-21.742751,Apache Northwest Pty Ltd,NFW,P&A,,19990129,19990227,20260417
Chelonia 1 ST 1,W002287,Northern Carnarvon,EP 342,114.285799,-21.742751,Apache Northwest Pty Ltd,NFW,P&A,,19990212,,20260417
Cilia 1,W002291,Browse,WA-266-P,125.074515,-13.594909,Shell Development (Australia) Pty Ltd,NFW,P&A,,19990220,19990225,20260417
Stroma 1,W002294,Browse,WA-266-P,124.562644,-13.779425,Shell Development (Australia) Pty Ltd,NFW,P&A,,19990303,19990306,20260417
Bennet 1,W002296,Northern Carnarvon,TL/2,115.326254,-21.227375,Apache Airlie Pty Limited,NFW,P&A OGS,,19990310,19990315,20260417
Lee 2,W002299,Northern Carnarvon,TL/1,115.730208,-20.562928,Apache Northwest Pty Ltd,EXT,P&A OGS,Lee,19990410,19990504,20260417
Saladin 22,W002300,Northern Carnarvon,TL/4,115.054103,-21.440218,West Australian Petroleum Pty Limited,DEV,P&A O,Saladin,19990411,19990424,20260417
BMR Neale 2,W002303,Officer,,125.771403,-28.795325,Geoscience Australia,STR,P&A STR,,19720101,19720101,20260417
GWA 16,W002314,Northern Carnarvon,WA-5-L,115.882677,-19.66333,Woodside Energy Ltd,DEV,G&C,Goodwyn,19990604,19990718,20260417
Batavus 1,W002319,Northern Carnarvon,WA-271-P,114.062258,-21.490042,Woodside Energy Ltd,NFW,P&A,,19990611,19990622,20260417
North Marra 1,W002326,Northern Carnarvon,TL/1,115.654164,-20.588448,Apache Northwest Pty Ltd,NFW,P&A OGS,,19990705,19990710,20260417
GWA 17,W002330,Northern Carnarvon,WA-5-L,115.893834,-19.682352,Woodside Energy Ltd,DEV,G&C,Goodwyn,19990720,19990826,20260417
Tubridgi 17,W002333,Northern Carnarvon,L 9,114.855171,-21.772304,Boral Energy Limited,DEV,P&A G,Tubridgi,19990819,19990825,20260417
GOR 2B Phase 2,W004078,Northern Carnarvon,WA-37-L,114.842065,-20.460144,Chevron Australia Pty Ltd,DEV,Completed,,20120618,20140104,20260417
GOR 2C Phase 1,W004079,Northern Carnarvon,WA-37-L,114.842217,-20.460294,Chevron Australia Pty Ltd,DEV,Completed,,20120617,20120724,20260417
GOR 2C Phase 2,W004079,Northern Carnarvon,WA-37-L,114.842217,-20.460294,Chevron Australia Pty Ltd,DEV,Completed,,20130709,20140104,20260417
GOR 1C Phase 1,W004135,Northern Carnarvon,WA-37-L,114.849128,-20.407864,Chevron Australia Pty Ltd,DEV,Completed,,20111111,20120429,20260417
GOR 1C ST1 Phase 2,W004135,Northern Carnarvon,WA-37-L,114.849128,-20.407864,Chevron Australia Pty Ltd,DEV,Completed,,20131010,20140104,20260417
GOR 1C Phase 2,W004135,Northern Carnarvon,WA-37-L,114.849128,-20.407864,Chevron Australia Pty Ltd,DEV,Completed,,20111111,20140104,20260417
GOR 1C ST1 Phase 2,W004135,Northern Carnarvon,WA-37-L,114.849128,-20.407864,Chevron Australia Pty Ltd,DEV,Completed,,20131107,20141111,20260417
GOR 1F Phase 1,W004155,Northern Carnarvon,WA-37-L,114.849612,-20.408328,Chevron Australia Pty Ltd,DEV,Completed,,20111108,20120302,20260417
GOR 1F Phase 2,W004155,Northern Carnarvon,WA-37-L,114.849612,-20.408328,Chevron Australia Pty Ltd,DEV,Completed,,20111108,20140104,20260417
Barrow F24B,W004434,Northern Carnarvon,L 1H,115.383349,-20.83308,Chevron Australia Pty Ltd,DEV,Shut in,Barrow Island,20130420,20130517,20260417
Con 15H,W004654,Northern Carnarvon,WA-35-L,114.07351,-21.349326,Apache Energy Ltd.,DEV,Completed,,20130221,20140924,20260417
