Local system number,call number,Title,Date,Description of physical object,notes,Summary,Subject headings: Topical,Caption for URL,URL,URL2
b37461606,ACC 8661A/198,John Hutchinson's bird songs recorded on 7 and 8 September 1981.,1981,1 audiotape reel (approximately 15 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N112, consists of field recordings of bird calls made at the dam at O'Reilley's Caravan Park, Queensland on 7 and 8 September 1981.  This tape reel is accompanied by a field note. ACC 8661A/198. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Parrots;Crows;Cockatoos;Thornbills;Currawongs;Whipbirds;Fantails;Robins;Dingo;Birdsongs,John Hutchinson's bird songs recorded on 7 and 8 September 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3746160_2,
b37461631,ACC 8661A/197,John Hutchinson's bird songs recorded on 6 and 7 September 1981.,1981,1 audiotape reel (approximately 32 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N111, consists of field recordings of bird calls made at the dam at O'Reilley's Caravan Park, Queensland on 6 and 7 September 1981.  This tape reel is accompanied by a field note. ACC 8661A/197. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Thornbills;Whipbirds;Fantails;Robins;Warblers;Crows;Birdsongs,John Hutchinson's bird songs recorded on 6 and 7 September 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3746163_2,
b37461643,ACC 8661A/199,John Hutchinson's bird songs recorded on 8 and 9 September 1981.,1981,1 audiotape reel (approximately 12 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N113, consists of field recordings of bird calls made at the dam at O'Reilley's Caravan Park, Queensland on 8 and 9 September 1981.  This tape reel is accompanied by a field note. ACC 8661A/199. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Lyrebirds;Logrunners;Treecreepers;Warblers;Whistlers (Birds);Flycatchers;Birdsongs,John Hutchinson's bird songs recorded on 8 and 9 September 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3746164_2,
b37461680,ACC 8661A/200,"John Hutchinson's bird songs recorded on 10, 20 and 21 September 1981.",1981,1 audiotape reel (approximately 22 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N114, consists of field recordings of bird calls made at the dam at O'Reilley's Caravan Park, Queensland on 10 September 1981 and Cooloola, Queensland on 20 and 21 September 1981. This tape reel is accompanied by a field note. ACC 8661A/200. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Bowerbirds;Logrunners;Currawongs;Parrots;Friarbirds;Pied butcherbirds;Robins;Honeyeaters;Thrushes;Brolga;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 10 20 and 21 September 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3746168_2,
b37525554,ACC 8661A/201,John Hutchinson's bird songs recorded on 21 and 22 September 1981.,1981,1 audiotape reel (approximately 13 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N115, consists of field recordings of bird calls made at Cooloola, Queensland on 21 and 22 September 1981.  This tape reel is accompanied by a field note. ACC 8661A/201. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Friarbirds;Pied butcherbirds;Honeyeaters;Willy wagtails;Birdsongs,John Hutchinson's bird songs recorded on 21 and 22 September 1981.,http://purl.slwa.wa.gov.au/slwa_b3752555_2,
b37525566,ACC 8661A/202,"John Hutchinson's bird songs recorded on 22, 23 and 24 September 1981.",1981,1 audiotape reel (approximately 17 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N116, consists of field recordings of bird calls made at Cooloola, Queensland on 22, 23 and 24 September 1981.  This tape reel is accompanied by a field note. ACC 8661A/202. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Honeyeaters;Pied butcherbirds;Whipbirds;Cockatoos;Crows;Thrushes;Birdsongs,"John Hutchinson's bird songs recorded on 22, 23 and 24 September 1981. Part 1",http://purl.slwa.wa.gov.au/slwa_b3752556_2,
b3752558x,ACC 8661A/203,John Hutchinson's bird songs recorded on 24 and 25 September 1981.,1981,1 audiotape reel (approximately 8 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N117, consists of field recordings of bird calls made at Cooloola, Queensland on  24 and 25 September 1981.  This tape reel is accompanied by a field note. ACC 8661A/203. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Honeyeaters;Friarbirds;Doves;Silvereyes;Thrushes;Birdsongs,John Hutchinson's bird songs recorded on 24 and 25 September 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3752558_2,
b3752561x,ACC 8661A/204,"John Hutchinson's bird songs recorded on 25, 26 and 27 September 1981.",1981,1 audiotape reel (approximately 17 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N118, consists of field recordings of bird calls made at Cooloola, Queensland on  25, 26 and 27 September 1981.  This tape reel is accompanied by a field note. ACC 8661A/204. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Cuckoo-shrikes;Parrots;Pied butcherbirds;Honeyeaters;Friarbirds;Wrens;Thrushes;Warblers;Thornbills;Birdsongs,"John Hutchinson's bird songs recorded on 25, 26 and 27 September 1981. Part 1",http://purl.slwa.wa.gov.au/slwa_b3752561_2,
b37525694,ACC 8661A/205,John Hutchinson's bird songs recorded on 28 and 29 September 1981.,1981,1 audiotape reel (approximately 17 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N119, consists of field recordings of bird calls made at Cooloola, Noosa Plains, Queensland on  28 and 29 September 1981.  This tape reel is accompanied by a field note. ACC 8661A/205. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Cockatoos;Parrots;Pied butcherbirds;Honeyeaters;Friarbirds;Wrens;Dingo;Birdsongs,John Hutchinson's bird songs recorded on 28 and 29 September 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3752569_2,
b37525736,ACC 8661A/206,John Hutchinson's bird songs recorded on 29 and 30 September 1981.,1981,1 audiotape reel (approximately 6 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N120, consists of field recordings of bird calls made at Cooloola, Queensland on  29 and 30 September 1981.  This tape reel is accompanied by a field note. ACC 8661A/206. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Crows;Parrots;Honeyeaters;Friarbirds;Birdsongs,John Hutchinson's bird songs recorded on 29 and 30 September 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3752573_2,
b37525773,ACC 8661A/207,John Hutchinson's bird songs recorded on 30 September 1981 and 1 October 1981.,1981,1 audiotape reel (approximately 7 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N121, consists of field recordings of bird calls made at Cooloola, National Park, Queensland on 30 September 1981 and 1 October 1981.  This tape reel is accompanied by a field note. ACC 8661A/207. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Lories;Thrushes;Honeyeaters;Friarbirds;Coucals;Birdsongs,John Hutchinson's bird songs recorded on 30 September 1981 and 1 October 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3752577_2,
b37525815,ACC 8661A/208,John Hutchinson's bird songs recorded on 1 October 1981.,1981,1 audiotape reel (approximately 28 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N122, consists of field recordings of bird calls made at Cooloola, Sandplain, Queensland on 1 October 1981.  This tape reel is accompanied by a field note. ACC 8661A/208. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Lories;Thrushes;Honeyeaters;Friarbirds;Whistlers (Birds);Flycatchers;Birdsongs,John Hutchinson's bird songs recorded on 1 October 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3752581_2,
b37525840,ACC 8661A/209,John Hutchinson's bird songs recorded on 1 and 2 October 1981.,1981,1 audiotape reel (approximately 16 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N123, consists of field recordings of bird calls made at Cooloola, National Park, Queensland on 1 and 2 October 1981.  This tape reel is accompanied by a field note. ACC 8661A/209. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Lories;Thrushes;Honeyeaters;Friarbirds;Cockatoos;Flycatchers;Butcherbirds;Coucals;Parrots;Rosellas (Birds);Birdsongs,John Hutchinson's bird songs recorded on 1 and 2 October 1981. Part 1,http://purl.slwa.wa.gov.au/slwa_b3752584_2,
b37526030,ACC 8661A/210,"John Hutchinson's bird songs recorded on 2, 3, 4 and 5 October 1981.",1981,1 audiotape reel (approximately 27 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N124, consists of field recordings of bird calls made at Cooloola, Queensland on 2, 3, 4 and 5 October 1981.  This tape reel is accompanied by a field note. ACC 8661A/210. There is a discrepancy with the dates between the tape and the datasheet. The data sheet shows 198? but the tape shows 1981. ",Birds;Drongos;Thrushes;Honeyeaters;Friarbirds;Cockatoos;Flycatchers;Butcherbirds;Kookaburra;Magpies;Warblers;Kingfishers;Birdsongs,"John Hutchinson's bird songs recorded on 2, 3, 4 and 5 October 1981. Part 1",http://purl.slwa.wa.gov.au/slwa_b3752603_2,
b37526091,ACC 8661A/211,John Hutchinson's bird songs recorded on 5 October 1981 and 30 and 31 August 1983.,1981-1983.,1 audiotape reel (approximately 28 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N125, consists of field recordings of bird calls made at Cooloola, Noosa Flats, Queensland on  5 October 1981 and Tully Jungle, Queensland on 30 and 31 August 1983.  This tape reel is accompanied by a field note. ACC 8661A/211. There is a discrepancy on the first line of with the date between the tape and the datasheet. The data sheet shows 198? but the tape is not marked. However 1981 is in line with the previous tape. The rest of the datasheet is 1983. ",Birds;Crows;Lories;Cockatoos;Friarbirds;Lyrebirds;Whistlers (Birds);Thrushes;Whipbirds;Catbird;Pigeons;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 5 October 1981 and 30 and 31 August 1983. Part 1,http://purl.slwa.wa.gov.au/slwa_b3752609_2,
b37562861,ACC 8661A/244,"John Hutchinson's bird songs recorded on 11, 14 and 15 November 1984.",1984,1 audiotape reel (approximately 21 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N158, consists of field recordings of bird calls made at Dryandra, Western Australia on 13, 14 and 15 November 1984.  This tape reel is accompanied by a field note. ACC 8661A/244.  ",Birds;Malleefowl;Robins;Birdsongs,"John Hutchinson's bird songs recorded on 11, 14 and 15 November 1984. Part 1",http://purl.slwa.wa.gov.au/slwa_b3756286_2,
b37563014,ACC 8661A/249,John Hutchinson's bird songs recorded on 13 and 15 July 1986.,1986,1 audiotape reel (approximately 29 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N163, consists of field recordings of bird calls made at Roebuck Plains, Broome, Western Australia on 13 July 1986   and at Fitzroy River pool, Western Australia on 15 July 1986.  This tape reel is accompanied by a field note. ACC 8661A/249.  ",Birds;Butcherbirds;Honeyeaters;Whistlers (Birds);Willy wagtails;Drongos;Parrots;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 13 and 15 July 1986. Part 1,http://purl.slwa.wa.gov.au/slwa_b3756301_2,
b37563087,ACC 8661A/249A,John Hutchinson's bird songs recorded on 21 July 1986.,1986,1 audiotape reel (approximately 23 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N164, consists of field recordings of bird calls made at Mankajara, Derby, Western Australia on 21 July 1986. This tape reel is accompanied by a field note. ACC 8661A/249A.  ",Birds;Kookaburra;Honeyeaters;Friarbirds;Mynahs;Manorinas;Cockatoos;Birdsongs,John Hutchinson's bird songs recorded on 21 July 1986. Part 1,http://purl.slwa.wa.gov.au/slwa_b3756308_2,
b37563191,ACC 8661A/250,John Hutchinson's bird songs recorded on 21 and 22 July 1986.,1986,1 audiotape reel (approximately 19 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N165, consists of field recordings of bird calls made at Mankajara, Derby, Western Australia on 21 July 1986 and at Lennard River, Windjana Gorge 20k, Western Australia on 22 July 1986. This tape reel is accompanied by a field note. ACC 8661A/250.  ",Birds;Friarbirds;Honeyeaters;Pomatostomus temporalis;Mynahs;Manorinas;Doves;Willy wagtails;Thrushes;Magpie lark;Crows;Jacky Winter (Bird);Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 21 and 22 July 1986. Part 1,http://purl.slwa.wa.gov.au/slwa_b3756319_2,
b37612876,ACC 8661A/260,"John Hutchinson's bird songs recorded on 27 August 1986, 18 and 21 February 1987 and 2 March 1987.",1986-1987.,1 audiotape reel  (approximately 25 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N175, consists of field recordings of bird calls made at Cooloola, Queensland 27 August 1986 and at Balingup, Western Australia on 18 and 21 February 1987 and at Shannon River, karri forest, Curtin Road, Western Australia on 2 March 1987. This tape reel is accompanied by a field note. ACC 8661A/260. ",Birds;Birds;Bee eaters;Fantails;Cockatoos;Cockatoos;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 27 August 1986, 18 and 21 February 1987 and 2 March 1987. Part 1",http://purl.slwa.wa.gov.au/slwa_b3761287_2,
b37612943,ACC 8661A/261,John Hutchinson's bird songs recorded on 2 and 3 March 1987.,1987,1 audiotape reel  (approximately 19 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N176, consists of field recordings of bird calls made at the Shannon River karri forest, Curtin Road, Western Australia on 2 and 3 March 1987. This tape reel is accompanied by a field note. ACC 8661A/261. ",Birds;Wrens;Honeyeaters;Fantails;Wattlebirds;Pomatostomidae;Birdsongs,John Hutchinson's bird songs recorded on 2 and 3 March 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761294_2,
b37612967,ACC 8661A/262,John Hutchinson's bird songs recorded on 3 March 1987.,1987,1 audiotape reel  (approximately 19 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N177, consists of field recordings of bird calls made at karri forest, Curtin Rd, Shannon River, Western Australia on 3 March 1987. This tape reel is accompanied by a field note. ACC 8661A/262. ",Birds;Fantails;Thrushes;Honeyeaters;Wattlebirds;Birdsongs,John Hutchinson's bird songs recorded on 3 March 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761296_2,
b37612992,ACC 8661A/263,John Hutchinson's bird songs recorded on 3 and 6 March 1987. ,1987,1 audiotape reel (approximately 29 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N178, consists of field recordings of bird calls made at karri forest, Curtin Rd, Shannon River, Western Australia on 3 March 1987 and at Ledge Beach, Albany, Western Australia on 6 March 1987. This tape reel is accompanied by a field note. ACC 8661A/263. ",Birds;Hawks;Wattlebirds;Honeyeaters;Whistlers (Birds);Budgerigar;Butcherbirds;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 3 and 6 March 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761299_2,
b37613078,ACC 8661A/264,John Hutchinson's bird songs recorded on 6 and 7 March 1987.,1987,1 audiotape reel (approximately 27 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N179, consists of field recordings of bird calls made at Ledge Beach, Albany, Western Australia on 6 and 7 March 1987. This tape reel is accompanied by a field note. ACC 8661A/264. ",Birds;Cockatoos;Fantails;Twenty-eight parrots;Wrens;Birdsongs,John Hutchinson's bird songs recorded on 6 and 7 March 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761307_2,
b37613157,ACC 8661A/266,John Hutchinson's bird songs recorded on 9 March 1987.,1987,1 audiotape reel (approximately 26 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N181, consists of field recordings of bird calls made at karri forest,  Shannon Basin, Western Australia on 9 March 1987 . This tape reel is accompanied by a field note. ACC 8661A/266. ",Birds;Ravens;Wattlebirds;Sittellas;Birdsongs,John Hutchinson's bird songs recorded on 9 March 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761315_2,
b37613170,ACC 8661A/267,John Hutchinson's bird songs recorded in March 1987.,1987,1 audiotape reel (approximately 27 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N182, consists of field recordings of bird calls made at karri forest,  Upper Shannon Road, Western Australia in  March 1987. This tape reel is accompanied by a field note. ACC 8661A/267. ",Birds;Honeyeaters;Hawks;Wattlebirds;Birdsongs,John Hutchinson's bird songs recorded in March 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761317_2,
b37613200,ACC 8661A/268,John Hutchinson's bird songs recorded in March 1987.,1987,1 audiotape reel (approximately 29 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N183, consists of field recordings of bird calls made at Shannon Basin, via Manjimup, Western Australia in  March 1987 and at boat landing on creek bed at Donnelly River, Western Australia on 26 March 1987. This tape reel is accompanied by a field note. ACC 8661A/268. ",Birds;Honeyeaters;Fantails;Wattlebirds;Cuckoos;Parrots;Ravens;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded in March 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761320_2,
b37613315,ACC 8661A/269,John Hutchinson's bird songs recorded on 26 and 27 March 1987.,1987,1 audiotape reel (approximately 23 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N184, consists of field recordings of bird calls made at boat landing at creek, Manjimup, Western Australia on  26 March 1987 and near lake, Mungalup?, Moores Farm, South Coast Western Australia on 27 March 1987. This tape reel is accompanied by a field note. ACC 8661A/269. ",Birds;Honeyeaters;Whistlers (Birds);Thrushes;Wrens;Currawongs;Ravens;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 26 and 27 March 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761331_2,
b37613339,ACC 8661A/270,John Hutchinson's bird songs recorded on 28 March 1987 and 25 April 1987.,1987,1 audiotape reel (approximately 26 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N185, consists of field recordings of bird calls made at Centre Rd Camp, Deep River, Walpole, Western Australia on  28 March 1987 and at Shannon River Basin, Deeside Rd, Western Australia on 25  April 1987. This tape reel is accompanied by a field note. ACC 8661A/270. ",Birds;Jacky Winter (Bird);Thornbills;Warblers;Currawongs;Parrots;Hawks;Honeyeaters;Sittellas;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 28 March 1987 and 25 April 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761333_2,
b37613352,ACC 8661A/271,John Hutchinson's bird songs recorded on 26 April 1987 and 5 and 6 September 1987.,1987,1 audiotape reel (approximately 22 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N186, consists of field recordings of bird calls made at  Shannon River Basin, Western Australia on 26 April 1987 and at Scott River Bridge, South Coast Western Australia on 5 and 6 September 1987. This tape reel is accompanied by a field note. ACC 8661A/271. ",Birds;Sittellas;Wattlebirds;Thrushes;Honeyeaters;Crows;Fantails;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 26 April 1987 and 5 and 6 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761335_2,
b37613364,ACC 8661A/272,John Hutchinson's bird songs recorded on 6 September 1987.,1987,1 audiotape reel (approximately 11 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N187, consists of field recordings of bird calls made at  Scott River bridge, South Coast Western Australia on 6 September 1987. This tape reel is accompanied by a field note. ACC 8661A/272. ",Birds;Honeyeaters;Fantails;Magpies;Birdsongs,John Hutchinson's bird songs recorded on 6 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761336_2,
b37613388,ACC 8661A/273,John Hutchinson's bird songs recorded on 6 September 1987.,1987,1 audiotape reel (approximately 27 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N188, consists of field recordings of bird calls made at  Scott River Bridge, South Coast Western Australia on 6 September 1987. This tape reel is accompanied by a field note. ACC 8661A/273. ",Birds;Honeyeaters;Whistlers (Birds);Cuckoos;Currawongs;Wattlebirds;Birdsongs,John Hutchinson's bird songs recorded on 6 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761338_2,
b3761339x,ACC 8661A/274,John Hutchinson's bird songs recorded on 6 and 7 September 1987. ,1987,1 audiotape reel (approximately 17 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N189, consists of field recordings of bird calls made at  Scott River National Park on 6 and 7 September 1987 and Boranup Karri Forest, Western Australia on 7 September 1987. This tape reel is accompanied by a field note. ACC 8661A/274. ",Birds;Cockatoos;Wattlebirds;Kookaburra;Butcherbirds;Ravens;Sittellas;Honeyeaters;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 6 and 7 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761339_2,
b37613480,ACC 8661A/275,"John Hutchinson's bird songs recorded on 6, 7 and 8 September 1987. ",1987,1 audiotape reel (approximately 40 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N190, consists of field recordings of bird calls made at  Scott River National Park, South Coast Western Australia on 6 and 7 September 1987 and Boranup Karri Forest, Western Australia on 8 September 1987. This tape reel is accompanied by a field note. ACC 8661A/275. ",Birds;Cockatoos;Wattlebirds;Kookaburra;Ravens;Sittellas;Honeyeaters;Parrots;Whistlers (Birds);Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 6, 7 and 8 September 1987. Part 1",http://purl.slwa.wa.gov.au/slwa_b3761348_2,
b37613509,ACC 8661A/276,John Hutchinson's bird songs recorded on 8 September 1987. ,1987,1 audiotape reel (approximately 29 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N191, consists of field recordings of bird calls made at  Boranup Karri Forest, Western Australia on 8 September 1987. This tape reel is accompanied by a field note. ACC 8661A/276. ",Birds;Wattlebirds;Kookaburra;Sittellas;Parrots;Whistlers (Birds);Honeyeaters;Hawks;Birdsongs,John Hutchinson's bird songs recorded on 8 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761350_2,
b37613522,ACC 8661A/277,John Hutchinson's bird songs recorded on 8 September 1987. ,1987,1 audiotape reel (approximately 12 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N192, consists of field recordings of bird calls made at  Boranup Karri Forest, Western Australia on 8 September 1987. This tape reel is accompanied by a field note. ACC 8661A/277. ",Birds;Wattlebirds;Sittellas;Parrots;Whistlers (Birds);Cuckoos;Birdsongs,John Hutchinson's bird songs recorded on 8 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761352_2,
b37615701,ACC 8661A/278,John Hutchinson's bird songs recorded on 8 and 9 September 1987. ,1987,1 audiotape reel (approximately 14 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N193, consists of field recordings of bird calls made at Boranup Karri Forest, Western Australia on 8 September 1987 and at Margaret River forest, Western Australia on 9 September 1987. This tape reel is accompanied by a field note. ACC 8661A/278. ",Birds;Wattlebirds;Sittellas;Parrots;Whistlers (Birds);Cuckoos;Wrens;Honeyeaters;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 8 and 9 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761570_2,
b37616638,ACC 8661A/279,John Hutchinson's bird songs recorded on 9 September 1987. ,1987,1 audiotape reel (approximately 14 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N194, consists of field recordings of bird calls made at Margaret River Forest, Western Australia on 9 September 1987. This tape reel is accompanied by a field note. ACC 8661A/279. ",Birds;Magpies;Pardalotes;Ravens;Whistlers (Birds);Thrushes;Wrens;Parrots;Honeyeaters;Birdsongs,John Hutchinson's bird songs recorded on 9 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761663_2,
